title,Translated content,size_table
"Premium College Full Zip","• Materiaali: 70 % puuvillaa, 30 % polyesteriä
• Paino: 280 g/m², Heather Grey ja White 260 g/m²
• Miellyttävän pehmeä ja sileä materiaali
• Päällystetty vetoketju mahdollistaa isot etupainatukset
• Pystykaulus
• Raglanhihat
• Kaksi sivutaskua
• Puuvilla-elastaani neulos hihansuissa ja helmassa

Koot: S - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>52</td>
<td>66</td>
</tr>
<tr>
<td>M</td>
<td>56</td>
<td>68,5</td>
</tr>
<tr>
<td>L</td>
<td>60</td>
<td>71</td>
</tr>
<tr>
<td>XL</td>
<td>64</td>
<td>73,5</td>
</tr>
<tr>
<td>XXL</td>
<td>68</td>
<td>76</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2,5</td>
<td>2,5</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 2cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Naisten Premium Pikee","• 100 % rengaskehrättyä kampapuuvillaa
• Paino: 180 g/m²
• Kaksi kankaanväristä nappia, varanappi mukana
• Ribbineulos kauluksessa ja hihansuissa
• Valmistusmaa Marokko/Bangladesh
• Tullikoodi 61061000

Koot: XS - XXL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>XS</td>
<td>42</td>
<td>61</td>
</tr>
<tr>
<td>S</td>
<td>44,5</td>
<td>62</td>
</tr>
<tr>
<td>M</td>
<td>47</td>
<td>63</td>
</tr>
<tr>
<td>L</td>
<td>49,5</td>
<td>64</td>
</tr>
<tr>
<td>XL</td>
<td>52</td>
<td>65</td>
</tr>
<tr>
<td>XXL</td>
<td>54,5</td>
<td>66</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Premium Pikee","• 100 % rengaskehrättyä kampapuuvillaa
• Paino: 180 g/m²
• Ribbineulos kauluksessa ja hihansuissa
• Kolme kankaanväristä nappia, varanappi mukana
• Valmistusmaa Marokko/Bangladesh
• Tullikoodi 61051000

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>68</td>
<td>80</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 1 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"65/35 Pikee","Vuodesta toiseen suosittu ja edullinen polyesteri-puuvillasekoitepikee.

• 65 % polyesteriä, 35 % puuvillaa
• Paino: 180 g/m²
• Ribbineulos kauluksessa ja hihansuissa
• Nappilistassa kolme kankaan väristä nappia, varanappi mukana
• Vahvistetut niska- ja hartiasaumat
• Pesu 60°C
• Valmistusmaa Marokko
• Tullikoodi 61052010

Koot: S - 3XL (Black ja Navy S - 5XL)","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Pituus cm**</td>
</tr>
<tr>
<td>S</td>
<td>48</td>
<td>70</td>
</tr>
<tr>
<td>M</td>
<td>52</td>
<td>72</td>
</tr>
<tr>
<td>L</td>
<td>56</td>
<td>74</td>
</tr>
<tr>
<td>XL</td>
<td>60</td>
<td>76</td>
</tr>
<tr>
<td>XXL</td>
<td>64</td>
<td>78</td>
</tr>
<tr>
<td>3XL</td>
<td>68</td>
<td>80</td>
</tr>
<tr>
<td>4XL</td>
<td>72</td>
<td>84</td>
</tr>
<tr>
<td>5XL</td>
<td>76</td>
<td>88</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2</td>
</tr>
</table>
<p>* Tuotteen reunasta reunaan 2 cm hihojen alapuolelta</p>
<p>** Olkapään korkeimmasta kohdasta tuotteen alareunaan</p>"
"Classic Collegehousut","Kuminauhalahkeet ja joustava vyötärö.

• 80 % puuvillaa, 20 % polyesteriä
• Paino: 280 g/m², Heather Grey 260 g/m²
• Kuminauhat lahkeensuissa
• Sivutaskut
• Joustava vyötärö, jossa kankaanvärinen nyöri
• Lahkeissa ainoastaan sisäsaumat, mikä mahdollistaa suuretkin painatukset
• Valmistusmaa Marokko
• Tullikoodi 61046200

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus 1**</td>
<td>Pituus 2***</td>
</tr>
<tr>
<td>S</td>
<td>28</td>
<td>79,5</td>
<td>106</td>
</tr>
<tr>
<td>M</td>
<td>32</td>
<td>80,5</td>
<td>108</td>
</tr>
<tr>
<td>L</td>
<td>35,5</td>
<td>81,5</td>
<td>110</td>
</tr>
<tr>
<td>XL</td>
<td>38</td>
<td>82,5</td>
<td>112</td>
</tr>
<tr>
<td>XXL</td>
<td>42</td>
<td>82,5</td>
<td>113</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2,5</td>
<td>2,5</td>
</tr>
</table>
<p>* Tuotteen vyötärönauhan reunasta reunaan</p>
<p>** Tuotteen haarasaumasta lahkeenkäänteeseen</p>
<p>*** Tuotteen vyötärönauhan yläreunasta lahkeenkäänteeseen</p>"
"Premium Collegehousut","Erityisesti nuorison suosimat rennot collegehousut.

• 70 % puuvillaa, 30 % polyesteriä
• Paino: 280 g/m², Heather Grey 260 g/m²
• Sivutaskut
• Joustava vyötärö, jossa kankaanvärinen nyöri
• Kuminauha lahkeensuissa
• Valmistusmaa Egypti
• Tullikoodi 61046200

Koot: S - 3XL","<table>
<tr>
<td>Koko</td>
<td>Leveys*</td>
<td>Pituus 1**</td>
<td>Pituus 2***</td>
</tr>
<tr>
<td>S</td>
<td>28</td>
<td>79,5</td>
<td>106</td>
</tr>
<tr>
<td>M</td>
<td>32</td>
<td>80,5</td>
<td>108</td>
</tr>
<tr>
<td>L</td>
<td>35,5</td>
<td>81,5</td>
<td>110</td>
</tr>
<tr>
<td>XL</td>
<td>38</td>
<td>82,5</td>
<td>112</td>
</tr>
<tr>
<td>XXL</td>
<td>42</td>
<td>82,5</td>
<td>113</td>
</tr>
<tr>
<td>Tol+/-</td>
<td>2</td>
<td>2,5</td>
<td>2,5</td>
</tr>
</table>
<p>* Tuotteen vyötärönauhan reunasta reunaan</p>
<p>** Tuotteen haarasaumasta lahkeenkäänteeseen</p>
<p>*** Tuotteen vyötärönauhan yläreunasta lahkeenkäänteeseen</p>"
"Arki Kylpypyyhe 70 X 140 Cm","Sopii nimensä mukaisesti arjen luksukseen.
Sileä boordiosa sopii painettavaksi, brodeerattavaksi tai siirtokuvalla viimeistelyyn. 

• 100 % puuvillafroteeta
• 460 g/m²
• Koko: 70 x 140 cm
• Punottu litteä ripustinlenkki pidemmällä sivulla
• 4,5 cm leveä boordi molemmissa päissä
• Sileään boordiin käy siirtokuvapainatus ja brodeeraus
• Suositellaan pesua ennen käyttöä
• Pesu 60°C
• Valmistusmaa Turkki
• Tullikoodi 6302600090",""
"Arki JäTtipyyhe 100 X 150 Cm","Jättipyyhe, johon on ihana kääriytyä. Sopii nimensä mukaisesti arjen luksukseen. Sileä boordiosa sopii painettavaksi, brodeerattavaksi tai siirtokuvalla viimeistelyyn. 

• 100 % puuvillafroteeta
• 460 g/m²
• Koko: 100 x 150 cm
• Punottu litteä ripustinlenkki pidemmällä sivulla
• 4,5 cm leveä boordi molemmissa päissä
• Boordiin käy siirtokuvapainatus ja brodeeraus
• Suositellaan pesua ennen käyttöä
• Pesu 60°C
• Valmistusmaa Turkki
• Tullikoodi 6302600090",""
"Arki Kylpytakki","Muhkea ja imukykyinen froteekylpytakki arjen eri tilanteisiin.

• 100 % puuvillafroteeta
• 350 g/m²
• Shaalikaulus leveys 12 cm
• Pitkät hihat (pituus M 58 cm ja XL 62 cm)
• Kaksi taskua
• Vyölenkit ja vyö (vyön pituus M 186 cm ja XL 196 cm)
• Niskassa ripustuslenkki
• Pesu 60°C 
• Yksittäispakattu läpinäkyvään pakkaukseen
• Valmistusmaa Turkki
• Tullikoodi 6302600090

Koot: M ja XL

Leveys takaa kainaloiden alta M 57 cm / XL 61 cm
Olkapää-olkapää saumoista mitattuna M 49 cm / XL 53 cm
Pituus takaa keskeltä M 122 cm / XL 126 cm
Toisen etukappaleen leveys kainalon alta M 36 cm / XL 38 cm",""
"Kaarna Kylpytakki","Ihana, pehmeä Kaarna!
Kylpytakkia tarvitaan vuoden ympäri, siitä saa ihanaa lämpöä tilanteessa kuin tilanteessa.
Samasta sarjasta löytyy myös kietaisupyyhe sekä käsi- ja kylpypyyhkeet.

• 100 % puuvillafroteeta
• 450 g/m²
• Unisex-malli
• Pesu 60°C
• Valmistusmaa Turkki
• Tullikoodi 6302600090

Koot: M ja XL","<table>
<tr>
<td>Koko</td>
<td>Leveys cm*</td>
<td>Leveys cm**</td>
<td>Pituus cm***</td>
</tr>
<tr>
<td>M</td>
<td>56</td>
<td>125</td>
<td>123</td>
</tr>
<tr>
<td>XL</td>
<td>62</td>
<td>136</td>
<td>126</td>
</tr>
</table>
<p>* Leveys mitattuna kainalosaumasta toiseen selkäpuolelta</p>
<p>** Leveys mitattuna reunasta reunaan avonaisena kainalosauman kohdalta</p>
<p>*** Pituus mitattuna niskasaumasta helmaan selkäpuolelta keskeltä </p>"
"Kaarna Kylpypyyhe","Ihanasta, pehmeästä Kaarna-mallistosta 
löytyy nyt kylpy- ja käsipyyhe!
Samasta sarjasta saatavilla myös kietaisupyyhe ja kylpytakki.

• 100 % puuvillafroteeta, tuplalangalla kudottu
• Paino: 450 g/m²
• Koko: 70 x 150 cm
• Yksi sileä boordiosa, leveys n. 6 cm
• Nyöriripustinlenkki
• Pesu 60°C
• Valmistusmaa Turkki
• Tullikoodi 6302600090
• Suositeltu merkkaustapa: brodeeraus ja painatus",""
"Kaarna KäSipyyhe","Ihanasta, pehmeästä Kaarna-mallistosta
löytyy nyt kylpy- ja käsipyyhe!
Samasta sarjasta saatavilla myös kietaisupyyhe ja kylpytakki.

• 100 % puuvillafroteeta, tuplalangalla kudottu
• Paino: 450 g/m²
• Koko: 50 x 90 cm
• Yksi sileä boordiosa, leveys n. 6 cm
• Nyöriripustinlenkki
• Pesu 60°C
• Valmistusmaa Turkki
• Tullikoodi 6302600090
• Suositeltu merkkaustapa: brodeeraus ja painatus",""
"Arki KäSipyyhe 50 X 70 Cm","Sopii nimensä mukaisesti arjen luksukseen.
Sileä boordiosa sopii painettavaksi, brodeerattavaksi tai siirtokuvalla viimeistelyyn. 

• 100 % puuvillafroteeta
• 460 g/m²
• Koko: 50 x 70 cm
• Punottu litteä ripustinlenkki pidemmällä sivulla
• 4,5 cm leveä boordi molemmissa päissä
• Boordiin käy siirtokuvapainatus ja brodeeraus
• Suositellaan pesua ennen käyttöä
• Valmistusmaa Turkki
• Tullikoodi 6302600090",""
"Arki Pikkupyyhe 30 X 50 Cm","Mainio pyyhekoko vieraspyyhkeenä tai hikipyyhkeenä, sopii nimensä mukaisesti arjen eri tilanteisiin.
Sileä boordiosa sopii painettavaksi, brodeerattavaksi tai siirtokuvalla viimeistelyyn. 

• 100 % puuvillafroteeta
• 460 g/m²
• Koko: 30 x 50 cm
• 4,5 cm leveä sileä boordi
• Litteä ripustuslenkki lyhyellä sivulla
• Boordiin käy siirtokuvapainatus ja brodeeraus
• Suositellaan pesua ennen käyttöä
• Pesu 60°C
• Pakkauskoko: 20 kpl per läpinäkyvä muovipussi
• Valmistusmaa Turkki
• Tullikoodi 6302600090",""
"Polku Torkkupeitto","Torkkupeitto on kiva lisä sisustukseen. Keitä kuppi teetä ja heitä pehmoinen vohvelikuvioinen torkkupeitto jalkojen päälle tai kääriydy sen pehmeään syleilyyn. Rentoutuminen voi alkaa!

• 100 % puuvillaa
• Paino: 270 g/m²
• Koko: 140 x 170 cm 
• Kudottu vohvelimateriaali
• Pesu 40 °C
• Valmistusmaa Turkki
• Tullikoodi 63013010",""
"Polku Hamam Pyyhe 90 X 170 Cm","Polku Hamam-pyyhkeessä on kaunis ja sileä pinta. Pyyhkeet ovat samalla pehmeitä, kevyitä, imukykyisiä ja mahtuvat matkustaessakin pieneen tilaan. Ajattoman elegantti design tarjoaa myös uskomattoman monikäyttöisyyden, voit käyttää Polkua pyyhkeenä, torkkupeittona tai vaikkapa rantamekkona.
Urheilukassissa menee pieneen tilaan suihkupyyhkeenä.

• 100 % puuvillaa
• Koko: 90 x 170 cm + solmitut hapsut
• Materiaalin paksuus: 150 g/m² (pyyhkeen paino 270 g)
• Nopeasti kuivuva materiaali
• Pesu 60°C
• Valmistusmaa: Turkki",""
"Blanco Sublimoitava KäSipyyhe 30 X 50 Cm","• 60 % RPET-mikrokuitupolyesteriä, 40 % puuvillafroteeta
• 400 g/m²
• Koko: n. 30 x 50 cm, toleranssi +/- 5 %
• Mikrokuitupuoli on sublimoitavissa tai painettavissa
• Suositellaan pesua ennen käyttöä
• Pesu 40°C",""
"Otava Heijastava Ostoskassi 15 L","Näy pimeässä! Heijastava ostoskassi on kätevä ja sopivan kokoinen moneen menoon. Tarvittaessa kassi menee pieneen tilaan, esimerkiksi käsilaukkuun, josta se on helppo napata käyttöön.

• 100 % polyesteriä
• Koko: 42 x 38 x 10 cm
• Tilavuus: 15 litraa
• Kantohihnat tumman harmaata polypropeenia,
pituus n. 60 cm ja leveys n. 3 cm
• Yksittäin pakattu läpinäkyvän muovipussin sisälle
• Valmistusmaa Kiina
• Tullikoodi 4202929190
• Suositeltava merkkaustapa: silkkipaino ja siirtokuva

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Cepheus Trikoopanta","• 95 % puuvillaa, 5 % elastaania
• Paino: 200 g/m²
• Leveys n. 9 cm
• Kaksinkertainen kangas
• Valmistusmaa Kiina
• Tullikoodi 6506999000
• Suositeltu merkkaustapa: brodeeraus ja siirtokuva",""
"Leo Major MetsäStyslakki","Lämmin ja näkyvä päähine metsästäjille.

• Ulkopinta oranssia 100 % sileää polyesteriä
• Sisäpinta mustaa 100 % polyesterifleeceä
• 4-paneelimalli
• Yhtenäinen korva- ja niskasuoja
• Lakin koko n. 60 cm
• Valmistusmaa Kiina
• Tullikoodi 6505003000
• Suositeltu merkkaustapa: painatus ja brodeeraus",""
"Orion Heijastavat Lapaset","• Heijastava osa: 62 % akryyliä, 38 % polyesteriä
• Kämmenpuoli: 100 % lyhytnukkaista polyesterifleeceä
• Suositeltu merkkaustapa: brodeeraus, merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6116930000

Koot: M (n. 26 x 12 cm) ja L (n. 27 x 12,5 cm)
Kokotoleranssi +/- 1-2 cm

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Orion Heijastava Sherpa","Lämmin sherpa suojaa päätä ja korvia pakkasessa. Heijastava lanka takaa näkyvyyden pimeässä.

• Ulkopinta: 62 % akryyliä, 38 % polyesteriä
• Sisäpuoli: korvaläpät ja lippa tekoturkista, hatun sisäosassa tikkivuori
• Korvaläpät voidaan kiinnittää päälaelle tai leuan alle yhteen muovisella pikalukolla
• Kuvun ympärysmitta n. 58 cm
• Kokotoleranssi +/- 1-2 cm
• Muoviklipsi saadaan pysymään kiristysnauhassa paikallaan pujottamalla kolme kertaa soljen läpi, viimeksi pää sille puolen mistä pujottaminen aloitettu, jolloin kiristyy paikalleen
• Käsinpesu
• Suositeltu merkkaustapa: brodeeraus ja prässättävä tai ommeltava irtomerkki
• Valmistusmaa Kiina
• Tullikoodi 6505009090

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Heijastavat Orion Rukkaset","Heijastavat Orion-rukkaset ovat erittäin lämpimät ja käytännölliset. Sisäpuoli on lämmintä fleeceä ja ulkopuolen kämmenosa keinonahkaa.

• Ulkopinta: 100 % heijastavaa polyesteriä, kämmenosa mustaa keinonahkaa
• Sisäpinta: Thinsulate™-fleeceä, välissä pehmeä vanu
• Ranteessa kiristysnauha tarrakiinnityksellä
• Pesuohje: Normaalilämpötilassa käsinpesu hellävaraisesti, ettei heijastava kangas kärsi
• Valmistusmaa Kiina
• Suositeltu merkkaustapa: brodeeraus, siirtokuva, silkkipaino ja merkki

Koot: M ja XL

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Draco Snapback Lippis","• 80 % akryyliä, 20 % villaa
• Lipan alapuoli ja hikinauha mustaa puuvillaa
• 6 paneelia
• Lipassa hopea/musta foliotarra
• Snapback-muovisäätö
• Valmistusmaa Kiina
• Tullikoodi 6505003000",""
"Eridanus Recycled Baseball-Lippis","• 100 % muovipulloista valmistettua kierrätyspolyesteriä
• 6 paneelia
• Tikatut ilmareiät
• Kankaanvärinen säätöhihna metallisoljella ja -läpiviennillä
• Valmistusmaa Kiina
• Tullikoodi 6505003000",""
"Orion Heijastava Pipo","• Ulkopinta: 62 % akryyliä, 38 % polyesteriä
• Vuori: 100 % lyhytnukkaista polyesterifleeceä
• Ilman pystysaumaa
• Soveltuu käytettäväksi kypärän alla
• Pituus n. 22 cm, leveys n. 25 cm- vähän suurempi koko uusimpaan tuotantoerään mitä nyt varastossa
• Kokotoleranssi +/- 1-2 cm
• Pesu 30°C
• Suositeltu merkkaustapa: brodeeraus, merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6505009090

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Osiris Heijastava Pipo","• Ulkopinta: 62 % akryyliä, 38 % polyesteriä
• Vuori: 100 % lyhytnukkaista polyesterifleeceä
• Pituus n. 22 cm, leveys n. 26 cm
• Kokotoleranssi +/- 1-2 cm
• Suositeltu merkkaustapa: brodeeraus, merkki ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6505009090

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Ursa Merinopipo","Ursa-pipossa merinovillan hyvät ominaisuudet tulevat hyvin esille. Muhkea, lämmin ja käytössä erittäin mukava pipo.

• 100 % merinovillaa
• Ribbineulosta, uusi kapeampi ribbineulos
• Käännösreuna
• Hengittävä, kosteutta siirtävä ja nopeasti kuivuva
• Mulesing free- tuote
• Lämpöä säätelevä ja mukava käytössä kaikissa olosuhteessa
• Merinovilla on luonnollisesti antibakteerinen ja hajunkestävä materiaali
• Suositeltu merkkaustapa: brodeeraus ja nahka- tai kudottu merkki
• Valmistusmaa Kiina
• Tullikoodi 6505009090",""
"Ursa Merinopipo 2-Laatu","Ursa-pipossa merinovillan hyvät ominaisuudet tulevat esille. Muhkea, lämmin ja käytössä erittäin mukava pipo. Näyttävää leveämpää ribbineulosta.

• 100 % merinovillaa
• Ribbineulosta, leveämpi neulos, joka höyrytyksen vuoksi saattaa olla välillä epäsuorassa
• Käännösreuna
• Hengittävä, kosteutta siirtävä ja nopeasti kuivuva
• Mulesing free- tuote
• Lämpöä säätelevä ja mukava käytössä kaikissa olosuhteessa
• Merinovilla on luonnollisesti antibakteerinen ja hajunkestävä materiaali
• Suositeltu merkkaustapa: brodeeraus ja nahka- tai kudottu merkki
• Valmistusmaa Kiina
• Tullikoodi 6505009090",""
"Lasten Orion Heijastava Pipo","• Ulkopinta: 62 % akryyliä, 38 % polyesteriä
• Vuori: 100 % lyhytnukkaista polyesterifleeceä
• Ilman pystysaumaa
• Soveltuu käytettäväksi kypärän alla
• Pituus 20 cm, leveys n. 23 cm
• Kokotoleranssi +/- 1-2 cm
• Paras soveltuvuus alle kouluikäiselle lapselle
• Pesu 30°C
• Valmistusmaa Kiina
• Tullikoodi 6505009090
• Suositeltu merkkaustapa: brodeeraus, merkki ja lämpösiirto

Kyseessä ei ole lainmukainen henkilösuojain ja virallisen heijastimen käyttöä suositellaan lisäksi.",""
"Suikka","Kevyt, puuvillainen suojapäähine esimerkiksi hitsareille.

• 100 % puuvillatwilliä
• Paino: 150 g/m²
• Päänmyötäinen malli
• Ohut hikinauha samassa sävyssä päälikankaan kanssa
• Takana joustava rypytysosa
• Yksi koko 
• Valmistusmaa Kiina
• Suositeltu merkkaustapa: silkkipaino ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6505009090",""
"Grus Puuvillatrikoopipo","• 95 % puuvillaa, 5 % elastaania
• Paino: 250 g/m²
• Kaksinkertainen, suora malli
• Soveltuu käytettäväksi kypärän alla
• Pituus n. 21 cm, toleranssi +/- 1 cm
• Suositeltu merkkaustapa: brodeeraus, merkki, silkkipaino ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6505009090",""
"Dorado Pitkä Puuvillatrikoopipo","• 95 % puuvillaa, 5 % elastaania
• Paino: 250 g/m²
• Kaksinkertainen suora malli
• Takana kaksi muoto-ommelta
• Pituus n. 26 cm, toleranssi +/- 1 cm
• Suositeltu merkkaustapa: brodeeraus, merkki, silkkipaino ja siirtokuva
• Valmistusmaa Kiina
• Tullikoodi 6505009090",""
"Ikkunallinen Lahjapakkaus S","• Pahvia, ikkuna muovikalvoa
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 310 x 200 x 25 mm",""
"Ikkunallinen Lahjapakkaus M","• Pahvia, ikkuna muovikalvoa
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 330 x 242 x 50 mm",""
"Ikkunallinen Lahjapakkaus L","• Pahvia, ikkuna muovikalvoa
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 310 x 260 x 85 mm",""
"Lahjapakkaus Non-Slip Tarjottimelle","• Pahvia, ikkuna muovikalvoa
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 440 x 335 x 29 mm",""
"Lahjapakkaus Xxs","• Pahvia
• Pakkaukset toimitetaan taittelemattomina
• Postitettava pakkaus

Sisämitat: 250 x 250 x 25 mm
Kokoon sopii esim.
• Merino beanie B370 + Merino Morf® B916",""
"Lahjapakkaus Xs","• Pahvia
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 210 x 210 x 90 mm",""
"Lahjapakkaus M","• Pahvia
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 330 x 242 x 50 mm",""
"Lahjapakkaus Xl","• Pahvia
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 490 x 310 x 97 mm",""
"Havu Lahjapakkaus","• Pahvia
• Pakkaukset toimitetaan taittelemattomina

Koot ja sisämitat:
S - 310 x 200 x 25 mm
L - 310 x 260 x 85 mm
XL - 490 x 310 x 97 mm
Pitkä - 440 x 220 x 25 mm",""
"Lahjapakkaus Pussilakanalle/Huovalle","• Pahvia
• Pakkaukset toimitetaan taittelemattomina

Sisämitat: 375 x 300 x 80 mm",""
"Kello Xo Eeben","Mystiikkaa ja klassista kauneutta. Eebenpuusta valmistettu Aarni XO yhdistää pyöreän kellotaulun kultaisiin yksityiskohtiin. Upea kello lumoaa kantajansa ja kääntää katseet sekä miesten että naisten ranteissa. Kellon sydämenä toimii tarkka ja laadukas sveitsiläinen Ronda-koneisto. 

Aarni XO-kello toimitetaan tyylikkäässä lahjakotelossa, arvolleen sopivasti.

• Eeben
• 316L ruostumaton teräs
• Sveitsiläinen Ronda 1062 kvartsi
• Vesitiiviys 5 ATM 
• Halkaisija 43 mm
• Paksuus 8 mm
• Rannekkeen leveys 21 mm
• Säädettävissä sopivaksi 14-23 cm ranteeseen mukana tulevilla työkaluilla
• Musta kellotaulu
• Safiiripinnoitettu mineraalilasi
• Huomioithan, että puun kuviointi ja sävy ovat yksilöllisiä kaikissa tuotteissa
• Suunnittelu Helsinki, Suomi
• Kokoonpano Shenzhen, Kiina
• 3 vuoden takuu",""
"Iso Hirvennahkainen Crossbody/Olkalaukku","Hurmaava hirvennahkainen olkalaukku isommassa koossa. Kotimaisesta hirvennahasta valmistettu olkalaukku on täydellinen valinta jokapäiväiseen käyttöön. Mukana laukussa kulkevat kätevästi kaikki tärkeimmät tavarat ja lisäksi laukkuun mahtuu mainiosti myös Clutch-lompakko ja aurinkolasit kotelossaan.

Laukussa on vetoketjusuljenta ja sisällä vetoketjutasku, avoin tasku/setelitasku ja 4 korttitaskua. Säädettävän hihnan ansiosta voit kantaa laukkua haluamallasi tavalla ja vaihtaa laukun tyyliä.

Laukussa käytetty nahka on hirvenmetsästyksen sivutuote. Yhtäkään hirveä ei siis metsästetä nahan takia.

Aarni olkalaukku toimitetaan kätevän säilytyspussin kanssa tyylikkäässä lahjakotelossa.

• Kotimainen hirvennahka
• Koko: 24,5 x 15,5 x 6,5 cm
• Säädettävä olkahihna: pituus 80-140 cm, leveys 3,8 cm
• Sisus: Vetoketjullinen tasku, 4 korttitaskua, avoin sivutasku
• Sisävuoren väri: Musta värissä Black, Burgundinpunainen värissä Cognac
• Metalliosien väri: Kulta tai hopea",""
"Kello Xo Jalava","Taipuu, muttei murru. Kotimaisesta jalavasta valmistettu Aarni XO on tyylikäs ja kestävä valinta. Mustavalkoinen värimaailma yhdistettynä tummasyiseen jalavaan tekevät tästä mallista todellisen katseenvangitsijan, joka sopii erinomaisesti sekä miesten että naisten ranteeseen. Kellon sydämenä toimii huippulaatuinen sveitsiläinen Ronda-koneisto.

Aarni XO-kello toimitetaan tyylikkäässä lahjakotelossa, arvolleen sopivasti.

• Suomalainen jalava
• 316L ruostumaton teräs
• Sveitsiläinen Ronda 1062 kvartsi
• Vesitiiviys 5 ATM 
• Halkaisija 43 mm
• Paksuus 8 mm
• Rannekkeen leveys 21 mm
• Säädettävissä sopivaksi 14-23 cm ranteeseen mukana tulevilla työkaluilla
• Valkoinen kellotaulu
• Safiiripinnoitettu mineraalilasi
• Huomioithan, että puun kuviointi ja sävy ovat yksilöllisiä kaikissa tuotteissa
• Suunnittelu Helsinki, Suomi
• Kokoonpano Shenzhen, Kiina
• 3 vuoden takuu",""
"Kello Vega Saarni","Kauneutta ja ikiaikaista viisautta. Aarni Vega kietoo yhteen upealla tavalla suomalaisen saarnen ja hennon ruusukultaisen taustan. Kellon sydämenä toimii tarkka ja laadukas sveitsiläinen Ronda-koneisto.

Aarni Vega toimitetaan tyylikkäässä lahjakotelossa, arvolleen sopivasti.

• Suomalainen saarni
• 316L ruostumaton teräs
• Sveitsiläinen Ronda 1062 kvartsi
• Vesitiiviys 5 ATM 
• Halkaisija 38 mm
• Paksuus 7 mm
• Rannekkeen leveys 18 mm
• Säädettävissä sopivaksi 14-21 cm ranteeseen mukana tulevilla työkaluilla
• Ruusukultainen kellotaulu
• Safiiripinnoitettu mineraalilasi
• Huomioithan, että puun kuviointi ja sävy ovat yksilöllisiä kaikissa tuotteissa
• Suunnittelu Helsinki, Suomi
• Kokoonpano Shenzhen, Kiina
• 3 vuoden takuu",""
